file_name;char_used;perc_printable
xortool_out/0085.out;9;70.0
xortool_out/0086.out;9;66.0
xortool_out/0087.out;9;71.0
xortool_out/0088.out;9;70.0
xortool_out/0089.out;9;72.0
xortool_out/0090.out;10;70.0
xortool_out/0091.out;10;66.0
xortool_out/0092.out;10;68.0
xortool_out/0093.out;10;68.0
xortool_out/0094.out;10;67.0
xortool_out/0095.out;10;66.0
xortool_out/0096.out;10;71.0
xortool_out/0097.out;10;71.0
xortool_out/0098.out;10;71.0
xortool_out/0099.out;11;71.0
xortool_out/0100.out;11;67.0
xortool_out/0101.out;11;69.0
xortool_out/0102.out;11;69.0
xortool_out/0103.out;11;67.0
xortool_out/0104.out;11;67.0
xortool_out/0105.out;11;72.0
xortool_out/0106.out;11;71.0
xortool_out/0107.out;11;73.0
xortool_out/0108.out;12;70.0
xortool_out/0109.out;12;65.0
xortool_out/0110.out;12;67.0
xortool_out/0111.out;12;68.0
xortool_out/0112.out;12;66.0
xortool_out/0113.out;12;65.0
xortool_out/0114.out;12;70.0
xortool_out/0115.out;12;70.0
xortool_out/0116.out;12;71.0
xortool_out/0117.out;13;70.0
xortool_out/0118.out;13;66.0
xortool_out/0119.out;13;70.0
xortool_out/0120.out;13;68.0
xortool_out/0121.out;13;66.0
xortool_out/0122.out;13;67.0
xortool_out/0123.out;13;71.0
xortool_out/0124.out;13;70.0
xortool_out/0125.out;13;71.0
xortool_out/0126.out;14;59.0
xortool_out/0127.out;14;55.0
xortool_out/0128.out;14;57.0
xortool_out/0129.out;14;56.0
xortool_out/0130.out;14;58.0
xortool_out/0131.out;14;54.0
xortool_out/0132.out;14;58.0
xortool_out/0133.out;14;58.0
xortool_out/0134.out;14;60.0
xortool_out/0135.out;15;58.0
xortool_out/0136.out;15;53.0
xortool_out/0137.out;15;55.0
xortool_out/0138.out;15;55.0
xortool_out/0139.out;15;57.0
xortool_out/0140.out;15;54.0
xortool_out/0141.out;15;58.0
xortool_out/0142.out;15;58.0
xortool_out/0143.out;15;59.0
xortool_out/0144.out;16;58.0
xortool_out/0145.out;16;56.0
xortool_out/0146.out;16;55.0
xortool_out/0147.out;16;55.0
xortool_out/0148.out;16;55.0
xortool_out/0149.out;16;56.0
xortool_out/0150.out;16;60.0
xortool_out/0151.out;16;59.0
xortool_out/0152.out;16;60.0
xortool_out/0153.out;17;58.0
xortool_out/0154.out;17;56.0
xortool_out/0155.out;17;55.0
xortool_out/0156.out;17;55.0
xortool_out/0157.out;17;55.0
xortool_out/0158.out;17;55.0
xortool_out/0159.out;17;59.0
xortool_out/0160.out;17;58.0
xortool_out/0161.out;17;60.0
xortool_out/0162.out;18;59.0
xortool_out/0163.out;18;55.0
xortool_out/0164.out;18;55.0
xortool_out/0165.out;18;55.0
xortool_out/0166.out;18;56.0
xortool_out/0167.out;18;55.0
xortool_out/0168.out;18;58.0
xortool_out/0169.out;18;60.0
xortool_out/0170.out;18;60.0
xortool_out/0171.out;19;59.0
xortool_out/0172.out;19;55.0
xortool_out/0173.out;19;54.0
xortool_out/0174.out;19;54.0
xortool_out/0175.out;19;55.0
xortool_out/0176.out;19;54.0
xortool_out/0177.out;19;59.0
xortool_out/0178.out;19;58.0
xortool_out/0179.out;19;60.0
xortool_out/0180.out;20;60.0
xortool_out/0181.out;20;56.0
xortool_out/0182.out;20;55.0
xortool_out/0183.out;20;56.0
xortool_out/0184.out;20;56.0
xortool_out/0185.out;20;55.0
xortool_out/0186.out;20;60.0
xortool_out/0187.out;20;60.0
xortool_out/0188.out;20;61.0
xortool_out/0189.out;21;60.0
xortool_out/0190.out;21;57.0
xortool_out/0191.out;21;56.0
xortool_out/0192.out;21;55.0
xortool_out/0193.out;21;56.0
xortool_out/0194.out;21;57.0
xortool_out/0195.out;21;60.0
xortool_out/0196.out;21;59.0
xortool_out/0197.out;21;61.0
xortool_out/0198.out;22;58.0
xortool_out/0199.out;22;55.0
xortool_out/0200.out;22;55.0
xortool_out/0201.out;22;55.0
xortool_out/0202.out;22;54.0
xortool_out/0203.out;22;55.0
xortool_out/0204.out;22;59.0
xortool_out/0205.out;22;58.0
xortool_out/0206.out;22;60.0
xortool_out/0207.out;23;58.0
xortool_out/0208.out;23;55.0
xortool_out/0209.out;23;55.0
xortool_out/0210.out;23;55.0
xortool_out/0211.out;23;54.0
xortool_out/0212.out;23;55.0
xortool_out/0213.out;23;59.0
xortool_out/0214.out;23;58.0
xortool_out/0215.out;23;59.0
xortool_out/0216.out;24;62.0
xortool_out/0217.out;24;59.0
xortool_out/0218.out;24;60.0
xortool_out/0219.out;24;60.0
xortool_out/0220.out;24;59.0
xortool_out/0221.out;24;61.0
xortool_out/0222.out;24;64.0
xortool_out/0223.out;24;65.0
xortool_out/0224.out;24;65.0
xortool_out/0225.out;25;61.0
xortool_out/0226.out;25;58.0
xortool_out/0227.out;25;59.0
xortool_out/0228.out;25;59.0
xortool_out/0229.out;25;57.0
xortool_out/0230.out;25;61.0
xortool_out/0231.out;25;62.0
xortool_out/0232.out;25;64.0
xortool_out/0233.out;25;64.0
xortool_out/0234.out;26;61.0
xortool_out/0235.out;26;58.0
xortool_out/0236.out;26;59.0
xortool_out/0237.out;26;58.0
xortool_out/0238.out;26;60.0
xortool_out/0239.out;26;59.0
xortool_out/0240.out;26;61.0
xortool_out/0241.out;26;61.0
xortool_out/0242.out;26;65.0
xortool_out/0243.out;27;61.0
xortool_out/0244.out;27;58.0
xortool_out/0245.out;27;58.0
xortool_out/0246.out;27;59.0
xortool_out/0247.out;27;59.0
xortool_out/0248.out;27;60.0
xortool_out/0249.out;27;62.0
xortool_out/0250.out;27;62.0
xortool_out/0251.out;27;63.0
xortool_out/0252.out;28;62.0
xortool_out/0253.out;28;58.0
xortool_out/0254.out;28;59.0
xortool_out/0255.out;28;58.0
xortool_out/0256.out;28;60.0
xortool_out/0257.out;28;60.0
xortool_out/0258.out;28;61.0
xortool_out/0259.out;28;63.0
xortool_out/0260.out;28;65.0
xortool_out/0261.out;29;63.0
xortool_out/0262.out;29;60.0
xortool_out/0263.out;29;59.0
xortool_out/0264.out;29;60.0
xortool_out/0265.out;29;61.0
xortool_out/0266.out;29;61.0
xortool_out/0267.out;29;64.0
xortool_out/0268.out;29;65.0
xortool_out/0269.out;29;66.0
xortool_out/0270.out;30;61.0
xortool_out/0271.out;30;58.0
xortool_out/0272.out;30;60.0
xortool_out/0273.out;30;59.0
xortool_out/0274.out;30;59.0
xortool_out/0275.out;30;62.0
xortool_out/0276.out;30;63.0
xortool_out/0277.out;30;63.0
xortool_out/0278.out;30;64.0
xortool_out/0279.out;31;60.0
xortool_out/0280.out;31;57.0
xortool_out/0281.out;31;58.0
xortool_out/0282.out;31;58.0
xortool_out/0283.out;31;57.0
xortool_out/0284.out;31;60.0
xortool_out/0285.out;31;62.0
xortool_out/0286.out;31;63.0
xortool_out/0287.out;31;63.0
xortool_out/0288.out;32;66.0
xortool_out/0289.out;32;70.0
xortool_out/0290.out;32;69.0
xortool_out/0291.out;32;69.0
xortool_out/0292.out;32;69.0
xortool_out/0293.out;32;70.0
xortool_out/0294.out;32;71.0
xortool_out/0295.out;32;71.0
xortool_out/0296.out;32;70.0
xortool_out/0297.out;33;66.0
xortool_out/0298.out;33;68.0
xortool_out/0299.out;33;68.0
xortool_out/0300.out;33;68.0
xortool_out/0301.out;33;68.0
xortool_out/0302.out;33;70.0
xortool_out/0303.out;33;70.0
xortool_out/0304.out;33;70.0
xortool_out/0305.out;33;70.0
xortool_out/0306.out;34;66.0
xortool_out/0307.out;34;71.0
xortool_out/0308.out;34;70.0
xortool_out/0309.out;34;70.0
xortool_out/0310.out;34;70.0
xortool_out/0311.out;34;70.0
xortool_out/0312.out;34;71.0
xortool_out/0313.out;34;71.0
xortool_out/0314.out;34;70.0
xortool_out/0315.out;35;66.0
xortool_out/0316.out;35;70.0
xortool_out/0317.out;35;68.0
xortool_out/0318.out;35;68.0
xortool_out/0319.out;35;68.0
xortool_out/0320.out;35;70.0
xortool_out/0321.out;35;70.0
xortool_out/0322.out;35;70.0
xortool_out/0323.out;35;69.0
xortool_out/0324.out;36;65.0
xortool_out/0325.out;36;69.0
xortool_out/0326.out;36;69.0
xortool_out/0327.out;36;69.0
xortool_out/0328.out;36;69.0
xortool_out/0329.out;36;70.0
xortool_out/0330.out;36;70.0
xortool_out/0331.out;36;71.0
xortool_out/0332.out;36;68.0
xortool_out/0333.out;37;65.0
xortool_out/0334.out;37;69.0
xortool_out/0335.out;37;68.0
xortool_out/0336.out;37;68.0
xortool_out/0337.out;37;68.0
xortool_out/0338.out;37;68.0
xortool_out/0339.out;37;70.0
xortool_out/0340.out;37;70.0
xortool_out/0341.out;37;69.0
xortool_out/0342.out;38;66.0
xortool_out/0343.out;38;68.0
xortool_out/0344.out;38;68.0
xortool_out/0345.out;38;68.0
xortool_out/0346.out;38;68.0
xortool_out/0347.out;38;70.0
xortool_out/0348.out;38;70.0
xortool_out/0349.out;38;70.0
xortool_out/0350.out;38;70.0
xortool_out/0351.out;39;67.0
xortool_out/0352.out;39;70.0
xortool_out/0353.out;39;69.0
xortool_out/0354.out;39;69.0
xortool_out/0355.out;39;69.0
xortool_out/0356.out;39;70.0
xortool_out/0357.out;39;71.0
xortool_out/0358.out;39;71.0
xortool_out/0359.out;39;70.0
xortool_out/0360.out;40;64.0
xortool_out/0361.out;40;67.0
xortool_out/0362.out;40;68.0
xortool_out/0363.out;40;67.0
xortool_out/0364.out;40;68.0
xortool_out/0365.out;40;68.0
xortool_out/0366.out;40;70.0
xortool_out/0367.out;40;70.0
xortool_out/0368.out;40;69.0
xortool_out/0369.out;41;63.0
xortool_out/0370.out;41;66.0
xortool_out/0371.out;41;66.0
xortool_out/0372.out;41;67.0
xortool_out/0373.out;41;68.0
xortool_out/0374.out;41;67.0
xortool_out/0375.out;41;69.0
xortool_out/0376.out;41;70.0
xortool_out/0377.out;41;68.0
xortool_out/0378.out;42;63.0
xortool_out/0379.out;42;67.0
xortool_out/0380.out;42;68.0
xortool_out/0381.out;42;67.0
xortool_out/0382.out;42;67.0
xortool_out/0383.out;42;68.0
xortool_out/0384.out;42;70.0
xortool_out/0385.out;42;69.0
xortool_out/0386.out;42;66.0
xortool_out/0387.out;43;61.0
xortool_out/0388.out;43;65.0
xortool_out/0389.out;43;65.0
xortool_out/0390.out;43;66.0
xortool_out/0391.out;43;66.0
xortool_out/0392.out;43;65.0
xortool_out/0393.out;43;68.0
xortool_out/0394.out;43;68.0
xortool_out/0395.out;43;66.0
xortool_out/0396.out;44;63.0
xortool_out/0397.out;44;66.0
xortool_out/0398.out;44;67.0
xortool_out/0399.out;44;67.0
xortool_out/0400.out;44;66.0
xortool_out/0401.out;44;66.0
xortool_out/0402.out;44;69.0
xortool_out/0403.out;44;68.0
xortool_out/0404.out;44;66.0
xortool_out/0405.out;45;63.0
xortool_out/0406.out;45;66.0
xortool_out/0407.out;45;68.0
xortool_out/0408.out;45;68.0
xortool_out/0409.out;45;66.0
xortool_out/0410.out;45;67.0
xortool_out/0411.out;45;68.0
xortool_out/0412.out;45;68.0
xortool_out/0413.out;45;67.0
xortool_out/0414.out;46;63.0
xortool_out/0415.out;46;66.0
xortool_out/0416.out;46;66.0
xortool_out/0417.out;46;67.0
xortool_out/0418.out;46;68.0
xortool_out/0419.out;46;67.0
xortool_out/0420.out;46;69.0
xortool_out/0421.out;46;70.0
xortool_out/0422.out;46;68.0
xortool_out/0423.out;47;63.0
xortool_out/0424.out;47;66.0
xortool_out/0425.out;47;66.0
xortool_out/0426.out;47;66.0
xortool_out/0427.out;47;66.0
xortool_out/0428.out;47;66.0
xortool_out/0429.out;47;68.0
xortool_out/0430.out;47;68.0
xortool_out/0431.out;47;66.0
xortool_out/0432.out;48;63.0
xortool_out/0433.out;48;66.0
xortool_out/0434.out;48;67.0
xortool_out/0435.out;48;66.0
xortool_out/0436.out;48;66.0
xortool_out/0437.out;48;65.0
xortool_out/0438.out;48;67.0
xortool_out/0439.out;48;66.0
xortool_out/0440.out;48;66.0
xortool_out/0441.out;49;64.0
xortool_out/0442.out;49;66.0
xortool_out/0443.out;49;66.0
xortool_out/0444.out;49;67.0
xortool_out/0445.out;49;67.0
xortool_out/0446.out;49;65.0
xortool_out/0447.out;49;67.0
xortool_out/0448.out;49;67.0
xortool_out/0449.out;49;66.0
xortool_out/0450.out;50;64.0
xortool_out/0451.out;50;65.0
xortool_out/0452.out;50;66.0
xortool_out/0453.out;50;66.0
xortool_out/0454.out;50;65.0
xortool_out/0455.out;50;65.0
xortool_out/0456.out;50;66.0
xortool_out/0457.out;50;66.0
xortool_out/0458.out;50;65.0
xortool_out/0459.out;51;65.0
xortool_out/0460.out;51;66.0
xortool_out/0461.out;51;66.0
xortool_out/0462.out;51;66.0
xortool_out/0463.out;51;66.0
xortool_out/0464.out;51;65.0
xortool_out/0465.out;51;67.0
xortool_out/0466.out;51;67.0
xortool_out/0467.out;51;66.0
xortool_out/0468.out;52;65.0
xortool_out/0469.out;52;65.0
xortool_out/0470.out;52;66.0
xortool_out/0471.out;52;66.0
xortool_out/0472.out;52;66.0
xortool_out/0473.out;52;65.0
xortool_out/0474.out;52;66.0
xortool_out/0475.out;52;66.0
xortool_out/0476.out;52;65.0
xortool_out/0477.out;53;65.0
xortool_out/0478.out;53;66.0
xortool_out/0479.out;53;68.0
xortool_out/0480.out;53;67.0
xortool_out/0481.out;53;66.0
xortool_out/0482.out;53;66.0
xortool_out/0483.out;53;68.0
xortool_out/0484.out;53;67.0
xortool_out/0485.out;53;66.0
xortool_out/0486.out;54;61.0
xortool_out/0487.out;54;65.0
xortool_out/0488.out;54;65.0
xortool_out/0489.out;54;65.0
xortool_out/0490.out;54;65.0
xortool_out/0491.out;54;64.0
xortool_out/0492.out;54;66.0
xortool_out/0493.out;54;66.0
xortool_out/0494.out;54;65.0
xortool_out/0495.out;55;63.0
xortool_out/0496.out;55;65.0
xortool_out/0497.out;55;66.0
xortool_out/0498.out;55;66.0
xortool_out/0499.out;55;66.0
xortool_out/0500.out;55;65.0
xortool_out/0501.out;55;67.0
xortool_out/0502.out;55;67.0
xortool_out/0503.out;55;65.0
xortool_out/0504.out;56;65.0
xortool_out/0505.out;56;70.0
xortool_out/0506.out;56;69.0
xortool_out/0507.out;56;70.0
xortool_out/0508.out;56;70.0
xortool_out/0509.out;56;69.0
xortool_out/0510.out;56;71.0
xortool_out/0511.out;56;72.0
xortool_out/0512.out;56;69.0
xortool_out/0513.out;57;65.0
xortool_out/0514.out;57;70.0
xortool_out/0515.out;57;70.0
xortool_out/0516.out;57;69.0
xortool_out/0517.out;57;70.0
xortool_out/0518.out;57;70.0
xortool_out/0519.out;57;71.0
xortool_out/0520.out;57;71.0
xortool_out/0521.out;57;70.0
xortool_out/0522.out;58;65.0
xortool_out/0523.out;58;69.0
xortool_out/0524.out;58;68.0
xortool_out/0525.out;58;68.0
xortool_out/0526.out;58;68.0
xortool_out/0527.out;58;67.0
xortool_out/0528.out;58;70.0
xortool_out/0529.out;58;70.0
xortool_out/0530.out;58;70.0
xortool_out/0531.out;59;65.0
xortool_out/0532.out;59;68.0
xortool_out/0533.out;59;68.0
xortool_out/0534.out;59;68.0
xortool_out/0535.out;59;68.0
xortool_out/0536.out;59;68.0
xortool_out/0537.out;59;70.0
xortool_out/0538.out;59;70.0
xortool_out/0539.out;59;70.0
xortool_out/0540.out;60;63.0
xortool_out/0541.out;60;67.0
xortool_out/0542.out;60;66.0
xortool_out/0543.out;60;66.0
xortool_out/0544.out;60;66.0
xortool_out/0545.out;60;66.0
xortool_out/0546.out;60;68.0
xortool_out/0547.out;60;68.0
xortool_out/0548.out;60;68.0
xortool_out/0549.out;61;65.0
xortool_out/0550.out;61;68.0
xortool_out/0551.out;61;68.0
xortool_out/0552.out;61;68.0
xortool_out/0553.out;61;68.0
xortool_out/0554.out;61;67.0
xortool_out/0555.out;61;70.0
xortool_out/0556.out;61;70.0
xortool_out/0557.out;61;70.0
xortool_out/0558.out;62;65.0
xortool_out/0559.out;62;70.0
xortool_out/0560.out;62;70.0
xortool_out/0561.out;62;70.0
xortool_out/0562.out;62;70.0
xortool_out/0563.out;62;70.0
xortool_out/0564.out;62;71.0
xortool_out/0565.out;62;71.0
xortool_out/0566.out;62;70.0
xortool_out/0567.out;63;67.0
xortool_out/0568.out;63;71.0
xortool_out/0569.out;63;70.0
xortool_out/0570.out;63;70.0
xortool_out/0571.out;63;70.0
xortool_out/0572.out;63;71.0
xortool_out/0573.out;63;73.0
xortool_out/0574.out;63;72.0
xortool_out/0575.out;63;71.0
xortool_out/0576.out;64;71.0
xortool_out/0577.out;64;73.0
xortool_out/0578.out;64;73.0
xortool_out/0579.out;64;73.0
xortool_out/0580.out;64;73.0
xortool_out/0581.out;64;73.0
xortool_out/0582.out;64;71.0
xortool_out/0583.out;64;71.0
xortool_out/0584.out;64;67.0
xortool_out/0585.out;65;70.0
xortool_out/0586.out;65;73.0
xortool_out/0587.out;65;71.0
xortool_out/0588.out;65;71.0
xortool_out/0589.out;65;71.0
xortool_out/0590.out;65;71.0
xortool_out/0591.out;65;70.0
xortool_out/0592.out;65;70.0
xortool_out/0593.out;65;66.0
xortool_out/0594.out;66;71.0
xortool_out/0595.out;66;73.0
xortool_out/0596.out;66;73.0
xortool_out/0597.out;66;72.0
xortool_out/0598.out;66;71.0
xortool_out/0599.out;66;73.0
xortool_out/0600.out;66;71.0
xortool_out/0601.out;66;72.0
xortool_out/0602.out;66;68.0
xortool_out/0603.out;67;71.0
xortool_out/0604.out;67;72.0
xortool_out/0605.out;67;71.0
xortool_out/0606.out;67;71.0
xortool_out/0607.out;67;71.0
xortool_out/0608.out;67;71.0
xortool_out/0609.out;67;70.0
xortool_out/0610.out;67;71.0
xortool_out/0611.out;67;66.0
xortool_out/0612.out;68;73.0
xortool_out/0613.out;68;73.0
xortool_out/0614.out;68;73.0
xortool_out/0615.out;68;73.0
xortool_out/0616.out;68;73.0
xortool_out/0617.out;68;73.0
xortool_out/0618.out;68;71.0
xortool_out/0619.out;68;72.0
xortool_out/0620.out;68;68.0
xortool_out/0621.out;69;72.0
xortool_out/0622.out;69;73.0
xortool_out/0623.out;69;72.0
xortool_out/0624.out;69;72.0
xortool_out/0625.out;69;72.0
xortool_out/0626.out;69;72.0
xortool_out/0627.out;69;70.0
xortool_out/0628.out;69;71.0
xortool_out/0629.out;69;67.0
xortool_out/0630.out;70;70.0
xortool_out/0631.out;70;72.0
xortool_out/0632.out;70;70.0
xortool_out/0633.out;70;71.0
xortool_out/0634.out;70;71.0
xortool_out/0635.out;70;71.0
xortool_out/0636.out;70;70.0
xortool_out/0637.out;70;71.0
xortool_out/0638.out;70;66.0
xortool_out/0639.out;71;69.0
xortool_out/0640.out;71;72.0
xortool_out/0641.out;71;71.0
xortool_out/0642.out;71;70.0
xortool_out/0643.out;71;71.0
xortool_out/0644.out;71;71.0
xortool_out/0645.out;71;70.0
xortool_out/0646.out;71;70.0
xortool_out/0647.out;71;66.0
xortool_out/0648.out;72;73.0
xortool_out/0649.out;72;73.0
xortool_out/0650.out;72;74.0
xortool_out/0651.out;72;74.0
xortool_out/0652.out;72;74.0
xortool_out/0653.out;72;73.0
xortool_out/0654.out;72;73.0
xortool_out/0655.out;72;72.0
xortool_out/0656.out;72;68.0
xortool_out/0657.out;73;70.0
xortool_out/0658.out;73;71.0
xortool_out/0659.out;73;73.0
xortool_out/0660.out;73;73.0
xortool_out/0661.out;73;73.0
xortool_out/0662.out;73;73.0
xortool_out/0663.out;73;71.0
xortool_out/0664.out;73;71.0
xortool_out/0665.out;73;66.0
xortool_out/0666.out;74;71.0
xortool_out/0667.out;74;72.0
xortool_out/0668.out;74;73.0
xortool_out/0669.out;74;73.0
xortool_out/0670.out;74;73.0
xortool_out/0671.out;74;73.0
xortool_out/0672.out;74;71.0
xortool_out/0673.out;74;71.0
xortool_out/0674.out;74;68.0
xortool_out/0675.out;75;70.0
xortool_out/0676.out;75;71.0
xortool_out/0677.out;75;71.0
xortool_out/0678.out;75;71.0
xortool_out/0679.out;75;71.0
xortool_out/0680.out;75;72.0
xortool_out/0681.out;75;69.0
xortool_out/0682.out;75;70.0
xortool_out/0683.out;75;66.0
xortool_out/0684.out;76;70.0
xortool_out/0685.out;76;70.0
xortool_out/0686.out;76;71.0
xortool_out/0687.out;76;71.0
xortool_out/0688.out;76;71.0
xortool_out/0689.out;76;72.0
xortool_out/0690.out;76;69.0
xortool_out/0691.out;76;70.0
xortool_out/0692.out;76;66.0
xortool_out/0693.out;77;70.0
xortool_out/0694.out;77;71.0
xortool_out/0695.out;77;71.0
xortool_out/0696.out;77;71.0
xortool_out/0697.out;77;71.0
xortool_out/0698.out;77;71.0
xortool_out/0699.out;77;70.0
xortool_out/0700.out;77;70.0
xortool_out/0701.out;77;66.0
xortool_out/0702.out;78;72.0
xortool_out/0703.out;78;73.0
xortool_out/0704.out;78;75.0
xortool_out/0705.out;78;73.0
xortool_out/0706.out;78;74.0
xortool_out/0707.out;78;75.0
xortool_out/0708.out;78;73.0
xortool_out/0709.out;78;71.0
xortool_out/0710.out;78;69.0
xortool_out/0711.out;79;72.0
xortool_out/0712.out;79;73.0
xortool_out/0713.out;79;73.0
xortool_out/0714.out;79;75.0
xortool_out/0715.out;79;74.0
xortool_out/0716.out;79;73.0
xortool_out/0717.out;79;73.0
xortool_out/0718.out;79;73.0
xortool_out/0719.out;79;68.0
xortool_out/0720.out;80;71.0
xortool_out/0721.out;80;71.0
xortool_out/0722.out;80;70.0
xortool_out/0723.out;80;70.0
xortool_out/0724.out;80;70.0
xortool_out/0725.out;80;70.0
xortool_out/0726.out;80;70.0
xortool_out/0727.out;80;68.0
xortool_out/0728.out;80;66.0
xortool_out/0729.out;81;70.0
xortool_out/0730.out;81;70.0
xortool_out/0731.out;81;70.0
xortool_out/0732.out;81;70.0
xortool_out/0733.out;81;70.0
xortool_out/0734.out;81;70.0
xortool_out/0735.out;81;69.0
xortool_out/0736.out;81;68.0
xortool_out/0737.out;81;65.0
xortool_out/0738.out;82;71.0
xortool_out/0739.out;82;72.0
xortool_out/0740.out;82;71.0
xortool_out/0741.out;82;71.0
xortool_out/0742.out;82;71.0
xortool_out/0743.out;82;71.0
xortool_out/0744.out;82;71.0
xortool_out/0745.out;82;69.0
xortool_out/0746.out;82;66.0
xortool_out/0747.out;83;71.0
xortool_out/0748.out;83;72.0
xortool_out/0749.out;83;72.0
xortool_out/0750.out;83;72.0
xortool_out/0751.out;83;72.0
xortool_out/0752.out;83;72.0
xortool_out/0753.out;83;71.0
xortool_out/0754.out;83;70.0
xortool_out/0755.out;83;66.0
xortool_out/0756.out;84;69.0
xortool_out/0757.out;84;70.0
xortool_out/0758.out;84;70.0
xortool_out/0759.out;84;70.0
xortool_out/0760.out;84;70.0
xortool_out/0761.out;84;70.0
xortool_out/0762.out;84;69.0
xortool_out/0763.out;84;68.0
xortool_out/0764.out;84;65.0
xortool_out/0765.out;85;70.0
xortool_out/0766.out;85;71.0
xortool_out/0767.out;85;71.0
xortool_out/0768.out;85;71.0
xortool_out/0769.out;85;71.0
xortool_out/0770.out;85;70.0
xortool_out/0771.out;85;70.0
xortool_out/0772.out;85;70.0
xortool_out/0773.out;85;66.0
xortool_out/0774.out;86;70.0
xortool_out/0775.out;86;70.0
xortool_out/0776.out;86;70.0
xortool_out/0777.out;86;70.0
xortool_out/0778.out;86;70.0
xortool_out/0779.out;86;70.0
xortool_out/0780.out;86;69.0
xortool_out/0781.out;86;68.0
xortool_out/0782.out;86;65.0
xortool_out/0783.out;87;71.0
xortool_out/0784.out;87;71.0
xortool_out/0785.out;87;70.0
xortool_out/0786.out;87;70.0
xortool_out/0787.out;87;70.0
xortool_out/0788.out;87;70.0
xortool_out/0789.out;87;70.0
xortool_out/0790.out;87;68.0
xortool_out/0791.out;87;66.0
xortool_out/0792.out;88;72.0
xortool_out/0793.out;88;73.0
xortool_out/0794.out;88;75.0
xortool_out/0795.out;88;74.0
xortool_out/0796.out;88;73.0
xortool_out/0797.out;88;74.0
xortool_out/0798.out;88;72.0
xortool_out/0799.out;88;71.0
xortool_out/0800.out;88;71.0
xortool_out/0801.out;89;73.0
xortool_out/0802.out;89;74.0
xortool_out/0803.out;89;75.0
xortool_out/0804.out;89;75.0
xortool_out/0805.out;89;75.0
xortool_out/0806.out;89;75.0
xortool_out/0807.out;89;73.0
xortool_out/0808.out;89;73.0
xortool_out/0809.out;89;73.0
xortool_out/0810.out;90;71.0
xortool_out/0811.out;90;73.0
xortool_out/0812.out;90;73.0
xortool_out/0813.out;90;73.0
xortool_out/0814.out;90;73.0
xortool_out/0815.out;90;73.0
xortool_out/0816.out;90;71.0
xortool_out/0817.out;90;72.0
xortool_out/0818.out;90;69.0
xortool_out/0819.out;91;71.0
xortool_out/0820.out;91;72.0
